City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,laguna,38.421,-121.4238,12.81,72,0,0.0,US,1736390162
279,pacasmayo,-7.4006,-79.5714,20.95,80,100,5.82,PE,1736390163
280,port douglas,-16.4833,145.4667,29.58,61,94,3.36,AU,1736390164
281,upata,8.0086,-62.3989,21.01,87,40,1.85,VE,1736390165
282,minas de matahambre,22.5887,-83.9447,17.95,76,64,4.11,CU,1736390166
283,pyapon,16.2833,95.6833,25.85,57,7,3.06,MM,1736390167
284,sinjar,36.3209,41.8754,7.84,52,7,1.37,IQ,1736390168
285,touros,-5.1989,-35.4608,26.42,82,100,5.32,BR,1736390169
286,nsanje,-16.92,35.262,24.18,85,100,2.13,MW,1736390170
287,greenville,35.6127,-77.3663,-1.04,62,10,1.34,US,1736390172
288,ardatov,55.2421,43.097,0.58,99,100,2.66,RU,1736390174
289,port macquarie,-31.4333,152.9167,26.71,63,79,2.24,AU,1736390175
290,arkalyk,50.2486,66.9114,-10.35,81,100,7.63,KZ,1736390176
291,tweed heads,-28.1817,153.547,25.02,88,40,5.14,AU,1736390177
292,colonia,50.9333,6.95,1.36,93,75,1.03,DE,1736390178
293,san patricio,28.017,-97.5169,6.97,44,100,3.36,US,1736390179
294,azovo,54.6997,73.0237,-8.32,95,100,4.63,RU,1736390180
295,hadibu,12.65,54.0333,22.33,71,24,4.45,YE,1736390181
296,bredstedt,54.6167,8.9833,1.05,88,100,1.94,DE,1736390182
297,palikir - national government center,6.9248,158.1611,30.47,84,75,8.23,FM,1736390183
298,bulgan,48.8125,103.5347,-17.7,96,24,0.35,MN,1736390184
299,bonthe,7.5264,-12.505,24.92,89,27,0.35,SL,1736390185
300,vila do maio,15.1333,-23.2167,23.27,69,0,7.48,CV,1736390186
301,khash,28.2211,61.2158,2.2,56,100,2.81,IR,1736390187
302,cockburn town,21.4612,-71.1419,23.97,76,97,4.58,TC,1736390188
303,alo,6.5486,4.2686,24.57,91,23,1.54,NG,1736390189
304,constitucion,-35.3333,-72.4167,14.15,85,0,5.01,CL,1736390193
305,coquimbo,-29.9533,-71.3436,22.85,92,0,0.0,CL,1736390129
306,palmerston,-12.486,130.9833,31.99,74,75,2.57,AU,1736390195
307,paradip garh,20.3167,86.6167,20.43,60,0,4.13,IN,1736390196
308,hastings,50.8552,0.5729,2.66,62,100,8.7,GB,1736390197
309,forster,-32.1667,152.5167,19.23,92,100,3.42,AU,1736390198
310,khandyga,62.6667,135.6,-35.61,95,61,0.54,RU,1736390199
311,kenora,49.8167,-94.4337,-10.46,79,100,6.71,CA,1736389948
312,huatusco,19.15,-96.95,14.12,99,97,0.04,MX,1736390201
313,nadym,65.5333,72.5167,-26.16,100,98,3.26,RU,1736390164
314,bairnsdale,-37.8333,147.6167,26.7,52,100,1.79,AU,1736390203
315,petropavlovsk-kamchatsky,53.0452,158.6483,-3.67,46,75,5.0,RU,1736390204
316,avarua,-21.2078,-159.775,26.03,89,75,11.32,CK,1736390205
317,brookings,44.3114,-96.7984,-8.0,79,0,3.6,US,1736390170
318,taltal,-25.4,-70.4833,19.61,83,8,1.05,CL,1736390208
319,pailon,-17.65,-62.75,22.21,99,100,2.04,BO,1736390209
320,lubang,13.8584,120.124,27.38,77,90,10.26,PH,1736390210
321,goure,13.9835,10.2704,14.8,30,28,4.04,NE,1736390211
322,greymouth,-42.4667,171.2,19.2,70,4,4.74,NZ,1736390212
323,yurimaguas,-5.9,-76.0833,24.39,87,95,0.85,PE,1736390213
324,la ronge,55.1001,-105.2842,2.14,69,75,9.26,CA,1736390214
325,howrah,22.5892,88.3103,15.0,82,1,3.09,IN,1736390215
326,chipinge,-20.1883,32.6236,18.19,91,100,1.47,ZW,1736390216
327,taguatinga,-12.3857,-46.5711,21.95,97,100,2.16,BR,1736390217
328,manaure,11.7751,-72.4445,26.55,79,4,7.08,CO,1736389679
329,cayang,11.0667,123.9833,28.43,76,39,4.04,PH,1736390219
330,hakui,36.8833,136.7833,3.47,71,100,12.93,JP,1736390220
331,pangai,-19.8,-174.35,28.06,65,75,4.63,TO,1736390221
332,san mariano,7.5,126.0,27.73,83,95,1.57,PH,1736390222
333,quelimane,-17.8786,36.8883,24.52,85,97,2.52,MZ,1736390223
334,richards bay,-28.783,32.0377,21.11,89,100,2.0,ZA,1736390224
335,vendome,47.8,1.0667,10.5,99,100,7.38,FR,1736390225
336,alesund,62.4723,6.1549,-2.36,80,40,2.57,NO,1736390166
337,kongolo,-5.3833,27.0,20.86,93,100,0.18,CD,1736390227
338,arkhara,49.4212,130.0842,-18.37,90,40,3.56,RU,1736390228
339,port pirie,-33.1833,138.0167,31.92,25,14,5.79,AU,1736390229
340,onguday,50.75,86.15,-11.19,92,100,0.49,RU,1736390230
341,kainantu,-6.2887,145.8655,24.42,70,82,1.57,PG,1736390231
342,port saint john's,-31.6229,29.5448,19.61,80,7,1.96,ZA,1736390232
343,mount pearl,47.5166,-52.7813,1.75,94,100,6.69,CA,1736390234
344,coueron,47.2151,-1.7217,12.23,93,100,6.69,FR,1736390235
345,spas-demensk,54.4122,34.0226,-1.13,94,92,2.74,RU,1736390236
346,puerto el triunfo,13.2833,-88.55,26.59,69,98,1.76,SV,1736390237
347,namibe,-15.1961,12.1522,20.53,84,99,1.95,AO,1736390122
348,lakhdenpokh'ya,61.5198,30.1992,-13.07,98,67,1.79,RU,1736390239
349,flying fish cove,-10.4217,105.6791,27.82,89,100,4.12,CX,1736390240
350,mahenge,-8.6833,36.7167,16.62,94,71,0.45,TZ,1736390241
351,usogorsk,63.4106,48.6872,-0.86,94,98,5.24,RU,1736390242
352,aszod,47.6517,19.4785,8.88,81,79,3.72,HU,1736390243
353,igarka,67.4667,86.5833,-26.49,99,100,3.08,RU,1736390244
354,tanhacu,-14.0214,-41.2481,21.48,91,100,0.98,BR,1736390245
355,saint-philippe,-21.3585,55.7679,26.18,84,42,5.73,RE,1736390246
356,buala,-8.145,159.5921,28.9,79,51,5.98,SB,1736390247
357,frenchville,-23.3442,150.5507,34.78,48,0,5.14,AU,1736390248
358,pisco,-13.7,-76.2167,20.03,88,0,7.2,PE,1736390249
359,jining,35.405,116.5814,1.28,19,2,3.93,CN,1736390250
360,la sarre,48.8002,-79.1996,-21.2,94,86,4.46,CA,1736390251
361,abqaiq,25.9371,49.6776,11.28,78,0,4.66,SA,1736390252
362,dwarka,22.2394,68.9678,18.61,51,0,5.3,IN,1736390253
363,as sulayyil,20.4607,45.5779,10.87,54,0,3.18,SA,1736390254
364,tamanrasset,22.785,5.5228,9.95,25,0,2.57,DZ,1736390255
365,ambagarh chauki,20.7833,80.7167,15.68,35,32,3.14,IN,1736390256
366,bathsheba,13.2167,-59.5167,24.34,94,20,2.57,BB,1736390257
367,karratha,-20.7377,116.8463,36.16,44,25,3.76,AU,1736389999
368,nicoya,10.1483,-85.452,24.5,83,100,5.1,CR,1736390259
369,port blair,11.6667,92.75,28.02,78,75,3.6,IN,1736390260
370,ocean city,39.2776,-74.5746,-3.9,53,11,4.92,US,1736390262
371,harstad,68.799,16.5293,-4.36,88,100,3.13,NO,1736390263
372,ghadamis,30.1337,9.5007,8.59,58,0,1.73,LY,1736390264
373,cootamundra,-34.65,148.0333,26.54,33,100,3.67,AU,1736390265
374,bandarbeyla,9.4942,50.8122,22.5,73,10,7.09,SO,1736390266
375,namie,37.4833,141.0,8.88,44,31,6.86,JP,1736390267
376,vallenar,-28.5708,-70.7581,18.11,66,0,1.77,CL,1736390268
377,fortuna,40.5982,-124.1573,10.19,94,0,0.0,US,1736390269
378,mutuali,-14.8706,37.0044,20.34,98,100,1.02,MZ,1736390270
379,naze,28.3667,129.4833,13.51,53,43,7.65,JP,1736390271
380,syanno,54.8106,29.7069,-1.36,81,95,2.92,BY,1736390272
381,yuzhno-kurilsk,44.0306,145.8556,-0.52,57,99,6.89,RU,1736390273
382,dubbo,-32.25,148.6167,29.07,37,86,4.63,AU,1736390274
383,ashkasham,36.6833,71.5333,-20.13,42,1,1.56,AF,1736390275
384,tual,-5.6667,132.75,29.13,71,76,3.61,ID,1736390276
385,tokombere,11.2271,13.4858,16.31,43,4,1.97,NG,1736390277
386,kourou,5.1552,-52.6478,24.26,81,71,2.52,GF,1736390232
387,boa vista,2.8197,-60.6733,27.99,54,0,3.09,BR,1736390083
388,hengchun,22.0042,120.7439,20.44,73,100,10.62,TW,1736390280
389,arara,-6.8283,-35.7583,21.55,88,36,2.52,BR,1736390281
390,tchintabaraden,15.8969,5.7985,17.25,27,100,5.73,NE,1736390282
391,vasto,42.1243,14.7059,9.16,77,6,3.01,IT,1736390283
392,nadi,-17.8,177.4167,30.0,62,40,6.17,FJ,1736390284
393,tralee,52.2704,-9.7026,-1.75,94,30,0.48,IE,1736390286
394,yanam,16.7333,82.2167,24.35,64,0,2.98,IN,1736390287
395,bangaon,23.0667,88.8167,17.43,46,0,3.62,IN,1736390288
396,itoman,26.1247,127.6694,18.21,51,75,7.72,JP,1736390289
397,awjilah,29.1081,21.2869,10.92,67,0,1.7,LY,1736390290
398,el granada,37.5027,-122.4694,14.36,48,20,4.63,US,1736390291
399,staryye ozinki,51.1786,49.6769,-0.49,89,100,9.88,RU,1736390292
400,sakaraha,-22.9,44.5333,22.83,78,6,0.55,MG,1736390293
401,valdivia,-39.8142,-73.2459,16.05,98,56,0.56,CL,1736389838
402,kadugli,11.0167,29.7167,18.91,25,5,3.4,SD,1736390295
403,mumford,5.2618,-0.759,26.31,88,50,2.41,GH,1736390296
404,steinkjer,64.193,11.3851,-17.84,96,40,0.92,NO,1736390297
405,chipata,-13.6333,32.65,18.46,98,100,1.85,ZM,1736390298
406,kerman,30.2832,57.0788,-2.08,86,0,2.06,IR,1736390299
407,suwayr,30.1171,40.3893,6.21,59,9,0.5,SA,1736390300
408,shingu,33.7333,135.9833,7.87,52,6,7.01,JP,1736390301
409,sidi bel abbes,35.1899,-0.6309,10.16,34,8,2.54,DZ,1736390302
410,stephenville,32.2207,-98.2023,1.75,59,0,1.54,US,1736390303
411,aswan,24.0934,32.907,14.61,51,0,3.09,EG,1736390304
412,coahuayana de hidalgo,18.7,-103.6583,22.89,93,100,1.5,MX,1736390305
413,mont-dore,-22.2833,166.5833,29.44,98,75,6.91,NC,1736390306
414,vryburg,-26.9566,24.7284,20.18,32,88,0.46,ZA,1736390307
415,mancio lima,-7.6142,-72.8958,24.04,100,75,1.03,BR,1736390308
416,phuthaditjhaba,-28.5242,28.8158,13.95,88,98,1.52,ZA,1736390309
417,san pedro pochutla,15.7333,-96.4667,25.95,83,1,1.38,MX,1736390310
418,arraial do cabo,-22.9661,-42.0278,24.17,87,40,3.37,BR,1736390311
419,bardai,11.65,7.2333,15.19,27,5,4.82,NG,1736390312
420,ko lanta,7.5336,99.0865,26.52,69,89,4.95,TH,1736390315
421,reggane,26.7158,0.1714,12.68,31,59,4.48,DZ,1736390316
422,south hedland,-20.4089,118.5983,36.96,34,59,7.2,AU,1736390317
423,nizhneangarsk,55.7833,109.55,-15.29,70,2,1.65,RU,1736390318
424,tirumala,13.6833,79.35,15.1,76,72,3.13,IN,1736390319
425,grand falls-windsor,48.9332,-55.6649,-0.83,93,94,1.94,CA,1736390320
426,nanchong,30.7951,106.0847,8.97,73,97,1.67,CN,1736390321
427,wellington,-41.2866,174.7756,17.81,55,40,6.17,NZ,1736390322
428,mohale's hoek,-30.1514,27.4769,16.12,54,82,1.03,LS,1736390323
429,itarantim,-15.6597,-40.0656,21.77,92,98,1.38,BR,1736390324
430,alexander city,32.944,-85.9539,2.88,56,0,4.12,US,1736390325
431,burang,30.25,81.1667,-12.47,58,0,1.91,CN,1736390326
432,ardestan,33.3761,52.3694,3.74,58,28,1.06,IR,1736390327
433,tsetserleg,47.475,101.4542,-16.07,74,65,1.18,MN,1736390328
434,darhan,49.4867,105.9228,-24.84,94,27,0.26,MN,1736390329
435,klaksvik,62.2266,-6.589,1.76,66,100,14.31,FO,1736390330
436,volterra,43.4003,10.86,11.95,81,78,6.11,IT,1736390331
437,mossel bay,-34.1831,22.146,15.96,80,12,2.19,ZA,1736390332
438,lutsk,50.7593,25.3424,0.52,85,100,2.96,UA,1736390333
439,cassa de la selva,41.8878,2.8752,15.84,41,0,4.63,ES,1736390334
440,holualoa,19.6228,-155.9522,25.46,79,20,3.09,US,1736390335
441,puerto deseado,-47.7503,-65.8938,16.64,29,72,10.87,AR,1736390336
442,polyarnyy,69.1989,33.4478,-12.7,99,99,2.86,RU,1736390337
443,northampton,40.8754,-75.2499,-6.7,54,11,2.24,US,1736390338
444,acapulco de juarez,16.8634,-99.8901,27.9,74,0,5.14,MX,1736390340
445,alotau,-10.3069,150.4462,30.69,66,100,2.52,PG,1736390341
446,oodweyne,9.4092,45.064,15.4,42,1,0.88,SO,1736390342
447,kassala,15.451,36.4,19.71,66,0,2.93,SD,1736390343
448,kuanda,56.3161,116.0806,-27.36,93,42,0.52,RU,1736390344
449,gizo,-8.103,156.8419,29.73,73,28,5.66,SB,1736390345
450,portland,45.5234,-122.6762,8.58,81,20,3.09,US,1736390120
451,angra do heroismo,38.65,-27.2167,19.34,88,75,11.77,PT,1736390347
452,kristiansund,63.1115,7.732,-7.64,86,13,1.54,NO,1736390348
453,penzance,50.1186,-5.5371,1.53,70,10,7.82,GB,1736390349
454,rio claro,-22.4114,-47.5614,19.3,90,52,1.89,BR,1736390351
455,nishinoomote,30.7333,131.0,8.31,87,75,6.69,JP,1736390352
456,mahina,-17.5065,-149.489,29.87,70,0,4.12,PF,1736390353
457,banjar,-8.19,114.9675,31.39,64,100,0.76,ID,1736390354
458,mccook,40.2019,-100.6257,-4.97,80,0,4.12,US,1736390355
459,praia,14.9215,-23.5087,21.3,83,0,4.63,CV,1736390356
460,batesville,35.7698,-91.641,-5.52,62,0,0.0,US,1736390357
461,talnakh,69.4865,88.3972,-25.34,100,66,1.8,RU,1736390360
462,saint-flour,45.0833,3.0,5.93,92,100,7.43,FR,1736390361
463,maceio,-9.6658,-35.7353,24.69,88,20,2.57,BR,1736390362
464,sitka,57.0531,-135.33,8.94,66,75,6.17,US,1736390363
465,mar del plata,-38.0023,-57.5575,19.49,85,0,8.49,AR,1736389942
466,kshenskiy,51.8408,37.7136,6.55,90,100,10.41,RU,1736390365
467,onega,63.9061,38.1404,-8.88,95,100,4.78,RU,1736390366
468,asheboro,35.7079,-79.8136,-2.33,53,75,2.06,US,1736390367
469,tokar,18.4254,37.729,21.78,67,30,4.78,SD,1736390368
470,yemva,62.59,50.8594,0.08,98,100,4.04,RU,1736390369
471,tsiombe,-25.3,45.4833,24.8,90,24,1.22,MG,1736390370
472,tazovsky,67.4667,78.7,-29.96,100,29,1.22,RU,1736390371
473,longboat key,27.4125,-82.659,10.01,78,0,1.54,US,1736390372
474,conde,-7.2597,-34.9075,26.7,78,20,3.09,BR,1736390373
475,joal-fadiout,14.1667,-16.8333,22.88,29,52,4.32,SN,1736390374
476,pandan,14.0453,124.1694,25.74,88,100,8.34,PH,1736390375
477,selfoss,63.9331,-20.9971,-14.27,82,0,2.97,IS,1736390376
478,barra de santo antonio,-9.4047,-35.5072,26.16,74,100,6.0,BR,1736390377
479,grootfontein,-19.5667,18.1167,21.76,78,100,1.54,NA,1736390378
480,taro,-8.3862,115.28,27.62,67,100,1.56,ID,1736390379
481,savanna-la-mar,18.219,-78.1332,23.85,87,86,2.32,JM,1736390380
482,guerrero negro,27.9769,-114.0611,15.68,49,37,6.83,MX,1736390381
483,san antonio oeste,-40.7319,-64.9477,24.01,58,0,6.61,AR,1736390384
484,taoudenni,22.6783,-3.9836,13.09,24,4,5.09,ML,1736390385
485,padang,-0.9492,100.3543,26.21,84,100,2.05,ID,1736390386
486,huarmey,-10.0681,-78.1522,21.58,83,100,3.72,PE,1736390387
487,rosarito,32.3333,-117.0333,19.54,42,6,2.72,MX,1736390388
488,xilin hot,43.9667,116.0333,-16.22,72,4,2.02,CN,1736390389
489,marsh harbour,26.5412,-77.0636,19.34,58,100,2.08,BS,1736390097
490,robore,-18.3333,-59.75,22.22,95,100,1.82,BO,1736390391
491,zouerate,22.7187,-12.4521,14.2,21,22,4.27,MR,1736390392
492,tobelo,1.7284,128.0095,29.35,70,99,2.22,ID,1736390393
493,wewak,-3.5534,143.6268,30.68,65,86,2.42,PG,1736390394
494,thief river falls,48.1191,-96.1812,-9.04,79,0,6.17,US,1736390395
495,roma,43.2128,-75.4557,-7.92,85,100,7.72,US,1736390254
496,kudat,6.8837,116.8477,30.16,84,20,2.24,MY,1736390397
497,luderitz,-26.6481,15.1594,14.96,84,0,6.25,NA,1736390398
498,kurchatov,51.6601,35.6521,2.31,97,100,4.74,RU,1736390399
499,kendari,-3.945,122.4989,31.79,60,55,1.1,ID,1736390401
500,gimbi,9.1667,35.8333,13.04,48,50,0.3,ET,1736390403
501,laizhou,37.1717,119.9214,-3.39,35,92,10.06,CN,1736390352
502,diamantina,-18.2494,-43.6003,16.79,98,98,1.45,BR,1736390405
503,tosontsengel,48.7567,98.2839,-24.3,95,72,1.27,MN,1736390406
504,lepsy,46.235,78.9456,-8.77,93,65,3.83,KZ,1736390407
505,alpatovo,43.7028,45.2415,2.87,76,5,2.51,RU,1736390408
506,hafar al-batin,28.4328,45.9708,8.32,93,0,3.09,SA,1736390409
507,goundam,16.4145,-3.6708,19.26,20,16,4.6,ML,1736390410
508,happy valley-goose bay,53.3168,-60.3315,3.17,87,100,7.2,CA,1736390255
509,kwekwe,-18.9281,29.8149,19.85,95,100,1.24,ZW,1736390412
510,krasnogorskiy,54.6025,61.231,-3.48,90,100,7.62,RU,1736390413
511,kingston,17.997,-76.7936,25.53,69,20,2.06,JM,1736390581
512,paracuru,-3.41,-39.0306,26.09,85,68,3.55,BR,1736390582
513,la rioja,42.25,-2.5,2.88,76,86,5.56,ES,1736390583
514,sao vicente,-23.9631,-46.3919,22.77,26,93,3.88,BR,1736390584
515,genhe,50.7833,121.5167,-16.29,79,99,1.13,CN,1736390585
516,stung treng,13.5259,105.9683,26.93,51,70,2.11,KH,1736390586
517,westport,41.1415,-73.3579,-4.82,56,0,5.66,US,1736390587
518,oranjemund,-28.55,16.4333,15.49,94,5,2.16,NA,1736390588
519,novyy urengoy,66.0833,76.6333,-25.85,100,87,1.54,RU,1736390589
520,tatvan,38.5067,42.2817,-4.76,91,19,2.83,TR,1736390590
521,zeya,53.75,127.2667,-13.3,72,57,0.92,RU,1736390592
522,el calafate,-50.3408,-72.2768,7.97,61,3,5.0,AR,1736390216
523,hilo,19.7297,-155.09,25.85,85,100,3.09,US,1736390302
524,east london,-33.0153,27.9116,18.86,81,0,2.77,ZA,1736390595
525,brosteni,47.2333,25.7,5.46,93,100,3.45,RO,1736390597
526,harran,36.86,39.0314,6.72,52,1,2.37,TR,1736390598
527,norfolk,42.1668,-71.2495,-6.58,59,100,3.58,US,1736390412
528,aldinga beach,-35.2793,138.4604,32.27,38,72,3.28,AU,1736390600
529,aginskoye,51.1,114.53,-18.11,85,25,2.5,RU,1736390601
530,harper,4.375,-7.7169,26.24,83,52,3.06,LR,1736390602
531,broken hill,-31.95,141.4333,32.39,21,100,4.18,AU,1736390603
532,mezhova,48.2532,36.7347,7.05,91,50,7.19,UA,1736390604
533,mizan teferi,6.9833,35.5833,16.74,52,15,0.77,ET,1736390605
534,kidal,18.4411,1.4078,17.35,21,0,5.22,ML,1736390606
535,murudeshwara,14.0943,74.4845,24.44,50,0,3.64,IN,1736390607
536,itaituba,-4.2761,-55.9836,22.87,99,100,0.34,BR,1736390608
537,aripuana,-9.1667,-60.6333,22.0,99,70,0.56,BR,1736390609
538,rodolfo sanchez taboada,31.7167,-116.5667,16.72,91,32,1.34,MX,1736390610
539,lakatoro,-16.0999,167.4164,28.3,74,51,5.44,VU,1736390612
540,fonte boa,-2.4959,-66.2662,23.88,98,95,1.23,BR,1736390613
541,gornopravdinsk,60.05,69.9,-21.13,99,100,2.26,RU,1736390614
542,saucillo,28.0167,-105.2833,6.19,27,56,4.05,MX,1736390525
543,pontianak,-0.0333,109.3333,26.99,89,75,1.03,ID,1736390617
544,nyurba,63.2842,118.3319,-24.76,95,100,2.48,RU,1736390618
545,verkhniye sergi,56.6469,59.5556,-3.14,94,100,6.28,RU,1736390619
546,chivilcoy,-34.8957,-60.0167,20.3,57,30,3.72,AR,1736390456
547,quellon,-43.1167,-73.6167,9.69,84,60,4.0,CL,1736390622
548,grande prairie,55.1667,-118.8027,1.1,69,75,6.17,CA,1736390589
549,praya,14.9215,-23.5087,21.3,83,0,4.63,CV,1736390356
550,rabak,13.1809,32.74,20.61,37,0,4.37,SD,1736390625
551,severo-yeniseyskiy,60.3725,93.0408,-9.86,90,100,3.82,RU,1736390626
552,sept-iles,50.2001,-66.3821,3.29,74,100,5.66,CA,1736390627
553,pitimbu,-7.4706,-34.8086,26.65,72,99,4.09,BR,1736390628
554,khabarovsk,48.4808,135.0928,-14.11,85,75,1.0,RU,1736390629
555,brooks,50.5834,-111.8851,-0.54,80,31,3.6,CA,1736390558
556,manado,1.487,124.8455,31.57,62,34,2.14,ID,1736390632
